smiles,gap
CC1=C(C)C(=N)ON=C1,0.1651
OC1(CCOC1=O)C#N,0.2619
CC1=CC(=O)C(O)C1O,0.1976
CCN1CC1C#N,0.2692
Cn1cnc(=O)cc1N,0.2058
Cc1c(oc(=O)o1)OC,0.2522
C1COCOCC1=O,0.2135
Cc1c[nH]c(c1C#C)N,0.2075
OCC(O)C1CCC1O,0.3029
N=C1OCC1C(=O)C#N,0.1898
CC(CCO)CCC#N,0.3099
CC1OC(C)=NC1C#C,0.269
c1cc(c(cc1F)O)O,0.2085
CC1COC(CC#N)=N1,0.2612
CC1CC1C([NH3+])C([O-])=O,0.2655
CNC(=O)CNCC#N,0.2614
NC(=O)CC1CN1,0.2735
[NH3+]CC(CC#N)C([O-])=O,0.2763
CC1CC(=NO)C1C=O,0.2154
CC(C)c1n[nH]nn1,0.2615
CC(C=O)C1CCCO1,0.2194
c1c(c(c(nn1)O)N)F,0.2028
Cc1nc(n(n1)C)OC,0.2586
CNC1=NCC(O1)C#N,0.2386
C(C(CO)NC(=O)N)O,0.2962
NC(=O)C(=O)CC1CN1,0.1647
CC(C)OC1CCC1,0.321
CC(C=O)C1=NC=CN1,0.1958
Cc1c(occ1C=O)C,0.1825
CCCC(O)CCC#N,0.3219
CC1(O)CCC1NC=O,0.2794
COC1(C)CCC=CC1,0.2674
NC(=O)CC1(CO1)C#N,0.2452
CC(=NO)CCN1CC1,0.2495
CC#CCOCC(=O)C,0.2228
c1cc(c(cc1N)N)O,0.1904
COc1cc(c(o1)N)O,0.2235
CCN=C(NC=O)OC,0.2318
C1CN1C(=O)CO,0.2548
COC1CC1C#C,0.2793
CN(C=O)C(=O)C=O,0.1625
OC1COC=NC1,0.2733
C1CC(=O)C(=C1)CO,0.1997
C1CC1(C=O)C(=O)C#N,0.1778
CC1=CC(OC1=O)C#C,0.2288
CC(C)C1N=CNC1=O,0.227
CC1=COC(=N)NC1=N,0.2105
CNc1cc[nH]c1CO,0.2092
CC1(C=CCC1O)C#N,0.2601
CC(C)C(=O)CC1CO1,0.2278
CCCOCC(=O)C#C,0.2081
COCC1(C)C(O)C1O,0.2866
CC(=O)C1CC1(O)C=O,0.2021
COc1nc(no1)N,0.2483
NC1=NC(CC1=O)C=O,0.177
C1CC(=O)C1,0.2222
CC1C(O)CNC1=O,0.2748
CC(=O)C1CN=CO1,0.2223
OC(CCNC=O)C#C,0.2781
c1cnc(cn1)NC=O,0.1914
CCC#CC1(CC)CO1,0.2786
[NH3+]C1CC(=O)[N-]C1C#N,0.199
CC(C=O)C1NCC1=O,0.2079
CCC#CCCOC,0.2995
CCc1c(nn[nH]1)C=O,0.2033
C#CC(=O)N(C=N)C=N,0.2009
CCCn1cc(nc1)N,0.2204
CC(CC(C)=O)C#N,0.2349
CC1=CC(C)(O)C(=O)N1,0.2125
CC1(CO1)C(=O)NC=N,0.2213
CC(C)n1ncc(n1)N,0.2202
N=CN1C(=N)CCC1=O,0.2237
OC1CCCCC=C1,0.2548
CC(C=O)C1(C)NC1C,0.221
C(C(=O)C(=O)C(=O)N)O,0.1511
CC(COCC=O)C#N,0.2296
c1cc(cnc1)O,0.2118
CC(=O)NC(=O)C1CN1,0.2207
[O-]N=C(CNC=[NH2+])C=O,0.1599
C(C=O)OCC(=O)C#N,0.1758
C#CCC1OC1C#N,0.2672
CNC=Nc1c[nH]nn1,0.2052
CC1(C#N)C(N)C1C#N,0.2461
COc1ncc(=O)[nH]n1,0.1544
CC(C#N)C1CCC1,0.3399
Cc1c([nH]c(n1)C#N)N,0.1854
COC(C#CC)C1CN1,0.2736
CC1OCCOC1C#N,0.2743
CCC1(CO)NC1C=O,0.2178
CC(C)c1ccc(o1)N,0.2191
CCc1nc(on1)CN,0.2337
CC(CCO)CC#N,0.3075
Cc1cn[nH]c(=O)c1C,0.1745
C#CCCc1ccon1,0.2516
CCCC(O)(CO)C#C,0.2871
NC1=CC(F)=NOC1=N,0.1707
CC(=O)C1(CO)CC1O,0.2196
CCOC(=N)C1CCO1,0.2866
CCCCC(=O)C,0.2344
CCOC(=O)CC=O,0.2269
N=COC1=CNN=N1,0.2248
OC1=C(F)C=NC(=N)N1,0.1576
c1c(ncc(n1)N)N,0.1612
N=C1OC=CN1C=O,0.1921
OCC(O)C1(CO)CN1,0.3102
CCC1OC1(C=O)C#C,0.2164
CC(=O)c1c([nH]cn1)N,0.1866
OCC1CN1CC#C,0.2768
c1c([nH]c(n1)C=O)CO,0.1809
OC(C=O)C1=CC=NO1,0.215
[O-]C(=O)CCC1C[NH2+]C1,0.2715
CC([NH3+])C1NC1C([O-])=O,0.2583
NC(=O)C1OC1C#C,0.2471
C#CCOCCCCO,0.2891
CCC(C#C)C1CO1,0.307
CCCC(C)C1OC1C,0.3406
c1coc(n1)N,0.2373
CN=C(C)OC(C)C#N,0.2734
CCCC1OC(=O)C1O,0.263
CC1OC(C)(C)OC1=N,0.2893
CCC#CC(O)CC,0.2887
COC(C)C1CC1(C)C,0.3216
CC1(COC1)C(=O)C#N,0.1765
OC(C#N)C1COCO1,0.2797
CCN1CCN=C1C#N,0.1844
CCC1=COC(=N)N1C,0.2177
CC1CC=CC1C,0.2637
Cc1ccc(nc1O)O,0.2033
c1ccc(cc1)CC#N,0.2416
CN=C1NC=C(O)C=N1,0.1315
COC1C(=O)OC1(C)C,0.2515
CC1CC(C)(C)C(=O)N1,0.2744
CCCC1(CC1C)C#C,0.2928
CN(C=N)c1conn1,0.1795
CN(C=O)C1CCCC1,0.2623
COC=NCC1OC1C,0.2651
CC(C)CC#CCC#C,0.2874
CC1OCOC(=N)C1=O,0.184
CCN1CCCC1C#N,0.259
CC1C(C#N)C1(O)C#C,0.263
c1c[nH]c(=O)cc1C=O,0.1461
Cc1cc(=O)occ1N,0.16
COC(C)C1=CN=NO1,0.2338
[NH3+]CC1=NC(=O)C=N[N-]1,0.183
OCC1COC(=N)CO1,0.2742
CCC(=NO)C1CO1,0.2465
OC(CC1CCO1)C#C,0.2758
CC(C)n1ccnc1O,0.2516
C1CC1CCO,0.3424
COC1CC(O)C(C)O1,0.3324
CC(O)C1NC1(C)C#N,0.2829
CNC(=N)N(C=N)C=O,0.2089
CCc1c([nH]c(n1)O)N,0.2463
CNC(CO)(C=O)C#N,0.22
CC1C(CO)OC1=N,0.2846
CCOC(CC#C)C#N,0.2856
N=C1NC=NOC1=O,0.1973
C1COC1,0.3283
Cc1c([nH]nn1)C(C)C,0.2432
CC1C=CCC(=O)C1=O,0.1597
C#CC#CCOCCO,0.2212
CN=C(CO)OC=O,0.2419
CN(CC#CC#N)C=O,0.2113
CCC1[NH2+]C1CC([O-])=O,0.2761
Cc1cc(c([nH]1)N)C=O,0.1794
C#Cc1c(cccn1)F,0.1929
COC1CC1C(O)C#N,0.2715
CCC(CCO)C=O,0.2266
C(=O)NC(=O)C#CC#N,0.1742
CC1C(O)C1(CO)C=O,0.2245
CC1(CC(=O)C(=O)O1)C,0.1721
COC(=O)C1CC(=O)N1,0.2512
CC1(CC#N)CC1C#N,0.3011
[NH3+]CC1=NOC(O)=C1[O-],0.2045
CC1C=CCC1CC#C,0.2636
OC(C#CC#N)C1CO1,0.2275
CCC(C)(C)C#CC#C,0.232
CN=C(C=O)N(C)C=N,0.1456
c1c([nH]c(=O)nc1N)N,0.2048
CC1CCC(C)(C1)C#N,0.3475
CCC1CC1(CC)OC,0.3243
CC[NH+](C)CC([O-])=O,0.2642
CC1(C)C(N)C1(N)C#N,0.2553
[O-]C(=O)C1CC[NH2+]CC1,0.1283
CCC(C=O)N=COC,0.2189
CCC(O)C#CC#C,0.224
c1nc(c(o1)CC#N)N,0.2069
CNc1ccc([nH]1)C#N,0.1867
C(#N)c1c(oc(=O)o1)O,0.2122
CC1(O)CC(CO)C1O,0.3151
C(COC=NCC#N)O,0.2719
CCOCCC1(C)CO1,0.3392
Cc1cc(cnc1)C,0.2239
c1cocc1C#CCO,0.2113
CC(C)c1cnoc1N,0.224
FC1=CC(=O)OC(=N)O1,0.2225
Cc1c(onn1)NC=N,0.1955
CC(O)C1(CN1C)C=O,0.2088
COCCCCC#N,0.2969
CCC(=NO)C1(CC1)C,0.2492
OC1COC1CNC=O,0.2787
CNC1CC(O)C1C#N,0.2473
NC1=CC(=O)C(O)C1O,0.2079
OCC(C#C)C1CCO1,0.2898
CCC1OCC(C)C1O,0.3032
CCOc1ncon1,0.2468
CC(C#C)(C#C)C1CC1,0.2925
OCC1(O)CCCOC1,0.2928
COC1C(OC)C1C#C,0.2692
CC1OCC(CO)C1C,0.3107
C1CCOCOC(=O)C1,0.2722
CCCC1CCC1C,0.3637
CC#Cc1ncncn1,0.1991
c1cc(oc1)CCC#N,0.2328
CC(=O)C1(CO1)C#N,0.2244
NC(C#C)C(=O)OC=N,0.2263
CCNC(=O)C(O)C=O,0.2062
c1c(nc[nH]1)OCCO,0.2298
CC(=O)C1OC1(C)C#C,0.2136
NC1=CC(=N)C(N)=NO1,0.1878
CC(=O)Nc1c[nH]nc1,0.225
CCCC1(CO)CN1C,0.3099
CNC(=O)OC=NC,0.2667
CCC1C=CCC1=O,0.2225
CC1(COCC=C1)C,0.2663
CC(CCCCO)C#N,0.3097
c1[nH]c(=NCCO)on1,0.222
CCc1cc([nH]c1)CC,0.2401
CN1C(CCC1=O)C=O,0.2005
COC1COC(C1)C#N,0.2862
C1CNC=C(C1=O)CO,0.182
c1c(c(nc(n1)O)O)O,0.193
CC(C)C(C=O)(C=O)O,0.1891
Cc1ccoc1N,0.2209
C#CC#CCC#CCO,0.2288
C(c1c(onn1)CO)O,0.2217
CC#CCC1(C)OC1C,0.301
CC(=O)CCCC1CC1,0.2342
COC1(CO)CNC1=O,0.2732
COC(C)CC(C)C=O,0.2267
OC(CCC#N)C#C,0.2974
CCC(=O)C1CC(C)C1,0.2296
Cn1cc(c(c1)N)C=O,0.1729
CCC(C)C1=CN=CN1,0.2489
CC(O)(CO)C1CCC1,0.3104
CC(CO)OC(C)CO,0.3167
CC(=O)NC1(CC1)C=O,0.2197
CC1(CNC(N)=O)CO1,0.3033
C1C(=O)C=CNC(=O)O1,0.1878
CC(=O)NC(=O)CCO,0.2233
COCC1CC(C)C1C,0.3238
COC1CC=CC1C,0.2635
CC(CO)N1C=CC=N1,0.2603
O=C1CCC1OCC#C,0.2009
CC1OC(C)(C#C)C1O,0.2773
CC(C)(C=O)NC=O,0.2163
CC1NC1C(C)(O)C#C,0.2887
CC#CCC1(CO1)C#C,0.27
CC(=O)c1nc(no1)N,0.1721
CC1=C(CCC1=NO)N,0.188
C#CCOC(=O)C=O,0.1801
CC(OC(=O)C#N)C=O,0.2024
CC1N=C(N)C(O)C1=O,0.2043
CC(OC1CC1)C#N,0.2913
OCC1C(C#N)C1C#N,0.2747
NC1(CO)CC1(N)C#N,0.2661
CC(=O)NC=NC1CC1,0.2207
COC1CCC(C)C1=O,0.2002
CC1OCCOCC=C1,0.2328
N=C1CC(CO1)NC=O,0.2713
N=COCC1OCC=C1,0.2402
CC#CC(=NC)OC=O,0.219
CC(C)(C)C1CC1C#N,0.3108
CN1CCC1(CO)C#N,0.2592
CC#CC1C(O)C1CO,0.2774
COCC(C)OC(C)=O,0.28
O[C-]1C(=[NH2+])NC=CC1=O,0.1822
CN(C)C(C#C)CC#N,0.2529
CN=COC(C)C=O,0.2186
CCC1COC(CC)=N1,0.2675
C#CCN1CC(C1)C=O,0.2108
OC1CCCC=CC1=O,0.1947
CCOC(CC)C(C)=O,0.2185
CCOC(CO)C#N,0.2985
COCC(=O)OC(C)=N,0.2583
c1c(c(cnc1O)N)F,0.1871
CC1(CCCC1)CCO,0.3302
C[NH+](C)CC(O)C([O-])=O,0.2192
C#CCC#CC(=O)N,0.2338
Cc1c(=O)[nH]c(cn1)F,0.1752
CNC(C)(C=O)C#CC,0.1913
CC1=C(COC1=NC)N,0.2058
C#CC#Cc1ncco1,0.1709
CCC1(OCC1O)C#C,0.272
CC1NC(=O)C1(C)C,0.2792
CC(=O)NC=O,0.2213
C1COCOCCC=C1,0.2591
OC1CCCOC1,0.3136
CC1(CO)OC(=O)C=C1,0.2239
CCCCC(C#N)C#N,0.3248
c1nnn(n1)CC(=O)N,0.2226
C(COC(=N)NC=O)O,0.228
CC#CC1COC(=N)O1,0.2697
CC1CC(OC1=N)C=O,0.2143
c1cc[nH]c(=O)c1,0.1783
CC1CC(O1)=NCCO,0.2637
NC1=C(OC=N)OC=C1,0.2128
CCCc1cnccn1,0.1966
CC(OC(N)=O)C(N)=O,0.278
NC(=O)CC1COC1=N,0.2442
CNC(=O)C(C#C)C#C,0.2631
CC(C)N(C)C(C)C#N,0.2608
OCCOC1OCC=C1,0.2433
C1C(=CNC1=O)C=O,0.1815
CC#CC1(C)OC1CO,0.2773
COc1cc(c(o1)N)N,0.2207
CNC(=N)c1conn1,0.1735
O=CC1CCC1C=O,0.2076
CC1(C)COC1CC#C,0.2976
ON=C1COCC1C#C,0.2412
CC1=CC(=N)OC=N1,0.1828
CCC(CO)N(C)C=O,0.2694
O=CN1CCC1CC#C,0.2636
CC1CC(C)C(C)C=C1,0.2656
C1C=CC(=O)CO1,0.1785
NC1=NOC(=N)C(=N)O1,0.1876
CCC1=CON=NC1=N,0.165
C#Cc1c(nn[nH]1)N,0.1839
Cn1c(n[nH]c1=O)C#C,0.1877
NC(=O)CC1CC(=O)O1,0.2465
CC1(CC(=O)C1)OC=O,0.2217
CC(O)C(CO)NC=O,0.276
CCC1CC1(C#N)C#N,0.288
OC1CCCOC1=O,0.2637
C#CC#Cc1ccc[nH]1,0.1688
N=C1ON=CC=CC1=N,0.1692
CC(C)(C)CCO,0.334
CC1=C(F)N=COC1=N,0.1794
O=C(C#N)C#CC1CN1,0.1665
CNC(=O)CC#CC#N,0.2116
CC(O)C(O)C1(C)CO1,0.318
OCC(C#C)C(=O)CO,0.2284
N=C1NC=NC(=N1)C#N,0.1595
CCc1cc(=O)[nH]nc1,0.1783
[O-]C(=O)C(=O)C1CC[NH2+]1,0.1683
CC1C(O)C(C=O)N1C,0.1892
C#CC1(CC(=O)C1)CO,0.2211
CC1CC(CO)C1C=O,0.2206
CC([NH+](C)C)C([O-])=O,0.2572
Cn1cc(nn1)CC=O,0.2198
CC#CC1CCCCO1,0.2846
CCC1CC=C(C)C1C,0.2588
O=CCCC1COC1=O,0.2283
CN=C1CCOC(=O)N1,0.2479
OC1CC=CC(O)C1O,0.2569
COc1nc(co1)C#C,0.2084
CCCC(=O)C#CC=O,0.1947
C#CC#Cc1cc[nH]c1,0.185
CN(C)c1c[nH]nc1,0.2147
OCC1(NC1C#C)C=O,0.2138
COC(=O)C(C)C=O,0.2199
C#CCC1CCOC1,0.2981
OCC1C(O)C1(O)CO,0.2909
CCC(C)OCC(C)O,0.327
CC1(C)CC(C)(O1)C#C,0.2829
COC(=N)N1C=CC=N1,0.2364
c1(c(n[nH]c(=O)n1)O)O,0.1722
C[NH2+]C(CC([O-])=O)C=O,0.2049
NC(CC1CCO1)C#N,0.2805
CC1(CCOC1(C)C)C,0.3074
CN=C(N(C)C=O)OC,0.2476
CC1OCC(O)C=C1C,0.2515
COCC1(CC1)NC=O,0.2735
COC1=C(O)OC(=N)O1,0.2437
C1C=CC=CC(=C1)CO,0.1857
CC#CC(C)(O)C#N,0.275
CCN1CC1(C=O)C#C,0.1961
CCCC#CC(=O)OC,0.2337
CC1CC=C(C#C)C1=O,0.1854
OC(C#C)C1(O)CC1,0.2737
Cc1c(nn(c1O)C)N,0.2399
COC=O,0.2888
O=C1NCC(CC#C)N1,0.2859
CC(CC=O)(C#C)C#N,0.2219
CN(C)c1cc(no1)N,0.2282
COC(CC#N)C(C)C,0.2943
CC#CC(CC#C)C#C,0.2799
CC1OC(=N)C(=O)C1C,0.1884
c1c(=O)[nH]c(=O)oc1F,0.2335
Cc1ncc(=O)n(n1)C,0.1648
CN1C(CC=O)C1C=O,0.1941
OCCC(O)C#CC#N,0.2283
ON=C1C(O)CC1C#N,0.2442
NC(=O)C(CCO)C=O,0.2155
CC#CC1CN1C=O,0.246
c1c(c(c[nH]c1=O)O)O,0.1739
CC(C)n1cn[nH]c1=O,0.2376
CC(=O)C1OCC1(C)O,0.2191
CC1OC1(C#C)C(N)=O,0.2513
CC1(C)C(O)C=CC1=O,0.1887
C1CC(=CCC1=O)C#N,0.2083
C#CC1(CCC1)CC=O,0.2202
CNc1coc(=NC)o1,0.2334
C#CC1CC(C=C1)C#N,0.2568
C1CC1(C(=O)C=O)O,0.147
CCCCC(C)(O)C#C,0.3005
CC1OCOCCC1O,0.3328
CNCC#N,0.2698
Cc1conc1OC=O,0.2419
CCC1(CC(C)O1)C#N,0.2867
CN=C(C=O)NCC#C,0.164
C#CCCc1cnc[nH]1,0.2455
CCC(C)COCC#C,0.2887
CCC(C)C(=O)N(C)C,0.2682
CC(=O)NC(=O)C,0.2232
CC1=CC(=O)OCOC1,0.2183
CC1(CCCC(=O)C1)C,0.2237
CCC1C(CC)C1CO,0.3219
CC(=O)COC(=O)CO,0.2354
CC1=COC(=N)NC1=O,0.2042
NC(C#N)C(O)C1CO1,0.2971
CN(C)c1cnno1,0.2052
Cc1cnn(c1O)C=O,0.1977
CC(=O)CN=C(C#N)N,0.1977
CC1CCC(C)C1O,0.3232
COC(CNC=O)C#C,0.2725
CC1OCOCC1(C)C,0.3301
NC1=C(F)N=NNC1=N,0.1575
CN=c1c(ncn[nH]1)F,0.1641
CC(C)(C)C#CC=O,0.2051
CNc1cc(oc1)OC,0.2282
OCC1CC(O)CC1O,0.3097
CCC1(C)CCOC1=O,0.275
CCC(O)COC,0.3297
Cc1cn(c(n1)C#N)C,0.2027
c1c(c(c(nn1)N)O)F,0.1994
OCC(O)(C#C)C#N,0.2749
OC1COC(=N)C1C#N,0.283
Cn1cc(nc1)COC,0.2493
c1cnn(n1)C(=O)C#N,0.2044
CC1(CCC1=NO)C#C,0.2459
Cc1cc(co1)CC#C,0.2346
C#CC(=O)n1cccc1,0.1628
CC1CCC(C)(C)C1O,0.3256
Cc1c(=O)c(non1)F,0.1728
CCC(C#C)C(O)CO,0.2984
Cc1[nH]cc(n1)N(=O)=O,0.1882
CCCC#CC(F)(F)F,0.3023
Cc1ccc(cc1N)O,0.21
CC(=O)C1NC1CO,0.2228
CC1N(CC1(C)O)C=O,0.2642
CC(C)(C(=O)N)NC=O,0.2606
CN=C1NN=CC(N)=N1,0.1513
CC1C(CC1=O)C(C)=O,0.2196
NC(=N)C(=O)C1CO1,0.1876
C1C(=O)CC1(C=O)C=O,0.2168
CC(C)OC1C(O)C1O,0.284
CC(C)c1cnnnn1,0.1677
O=C(C#C)C1CCC=C1,0.1829
CC1[NH2+]CC(=O)[C-]1C=O,0.1762
CCC(C)COC,0.3367
CCOC1CC1CC#N,0.3023
CC1(C)OC(=O)C1C#C,0.2669
CCC(=O)C1NC1C#N,0.2202
CC(C[NH3+])CC([O-])=O,0.2736
CC1=C(COCC1=O)N,0.1909
CN(C)C(=O)OCC#N,0.2609
CC1OC(C=O)C1CO,0.2124
CC1CC(CO)C1(C)C,0.335
N=COC1=NC=NN=N1,0.1657
N#CC1NCC=CC=C1,0.1894
Cc1coc(c1O)C,0.2233
Cn1c(=O)[nH]nn1,0.2255
c1cc([nH]c1C=O)C=O,0.1655
CN1CC1(CC#C)C#C,0.2699
COCCCC1CC1C,0.3391
C#CC(C#C)C#N,0.2959
OCC(C#N)C1CCC1,0.3068
c1cc(oc(=O)c1N)O,0.154
NC1=NOC(=N)N=C1,0.1473
CCc1[nH]c(cn1)O,0.2389
CCC(CC)CCC#N,0.3477
CCC1=CCC(C1)(C)C,0.2585
CCC1(CO1)C#CCO,0.2744
CCC1=CC(=N)NN=N1,0.1655
CCC(C)C1CN1C=O,0.2556
CC(CC#C)OC1CC1,0.302
NC1CNC1(C#N)C#N,0.2387
CC#CC(C)NC(C)=O,0.2692
Cc1cc(c([nH]1)N)C#N,0.2081
COc1ccncc1O,0.216
C#CCNCC(F)(F)F,0.2835
CCC1CC(O1)C#C,0.2767
NC(=[NH2+])C1=COC(=N)[N-]1,0.1704
c1c(nno1)NCC=O,0.1843
O=CC1CNC=C1C=O,0.1749
COC(=N)OCCCO,0.3173
O=CCOC1COC1=O,0.2281
COc1cnoc1C#N,0.1896
CC(=O)NC1=NCCO1,0.2348
N=C1ON=NN1CC=O,0.1977
CCC(C)(O)C(C)O,0.3172
Cn1cc(nc1)CC#N,0.2516
N=COC1CNC1C=O,0.2054
CC#CC1(CO)OC1C,0.2749
C1COC(=O)OCC1=O,0.2235
Cc1cc(on1)CO,0.2462
COCC(C)(C)OC=N,0.2846
O=CNCC1CNC1=O,0.2662
CC1OCC1C(O)C#C,0.2677
COCC#CC(C)C#N,0.2735
CCCN=COC(=O)N,0.2595
CC(COC=N)C#C,0.2836
CN=C1OC(F)=NC=N1,0.1892
N=C1NC(=O)ON=N1,0.1872
CC(C)(O)C1CC1(C)C,0.3204
COC1CC1C(O)CO,0.3036
CC(=N)OC1CC(=O)C1,0.2209
CCC(O)C#N,0.3145
C#CC(C#N)C1CC1,0.2987
COc1c(con1)C#C,0.2168
CCOCC1(CC1)CO,0.3222
CC(O)C1=NC(C)=CN1,0.2468
CC1(COC1=O)OC=O,0.2608
C(CO)NC(C#N)C#N,0.2558
CCC(CC)(C=O)C#N,0.2226
CN(CC(O)C=O)C=O,0.1905
O=CCC1(CC#N)CO1,0.2237
CC1=NNC=C(F)C1=N,0.1799
COCC1(COC1)O,0.3142
c1c(nc(c(=O)o1)O)F,0.1618
CC(O)C(=O)CO,0.2353
CCC1(CCC=O)CO1,0.2293
CC(C)(CC#CC#N)O,0.2394
CC(CO)CC1CN1C,0.2957
c1coc(cc1=O)O,0.2016
c1cnccc(=O)c1O,0.1618
c1c(c(=O)nc([nH]1)N)O,0.199
CC#CC1(CN1)C#C,0.2513
c1c(n[nH]n1)CC=O,0.2191
CC1(CC(=NO)C1)C,0.2484
CC(O)C(C)(C)NC=O,0.2753
CC(O)C1C(C)CC1O,0.3062
CC(O)C(=O)OCC#N,0.2612
OC1CC(O)C(C=O)=C1,0.1855
C1CC=CC#CCCO1,0.1972
CCC1CCCC1OC,0.3221
CC1OC(C=O)C1=O,0.198
NC=[NH+]CCCC([O-])=O,0.042
c1c(c(n[nH]1)CCO)O,0.2282
CC(C)C(=NO)C(C)O,0.2511
CN1N=NC(N)=CC1=O,0.1759
O=CC1(OC1C#C)C#N,0.2073
c1c(c[nH]c1N)OC=O,0.2114
CC1(COC=N1)C#C,0.2695
OCCCCC(O)CO,0.317
CCCOC1COC1=O,0.2515
c1c(nco1)C#CCO,0.2134
COC1OC(=N)OC1C,0.3081
CC1(O)COC=NC1,0.2727
CCn1cnnn1,0.2672
COc1ccnc(n1)N,0.2093
CCCC1C(O)C1O,0.2782
CC1COC(O1)C(N)=N,0.2647
C#CC1(CC1)CO,0.2931
CCC(C)CC(C)OC,0.3275
CN1CC(C#N)C1(C)C,0.2535
CC(=O)c1c(nco1)O,0.1808
CCC1(C)C(C#N)N1C,0.2594
C(CCO)CC=O,0.229
CNc1cc(on1)NC,0.2294
CC1C(C)C1OCCO,0.3074
[O-]C(=O)CC[NH2+]C1CC1,0.2769
CN1CC1C(C#C)C#N,0.2575
CC1C(O)C1CCCO,0.3048
CC1=C(COC1)CC#N,0.2388
CC(=O)CC1CC1C=O,0.2277
Cc1[nH]nc(n1)OC,0.2477
CCc1ncc(cn1)C,0.207
CCC(C#C)C#CC=O,0.2044
c1c(nncn1)CO,0.1656
OCC(=O)C1NC1C=O,0.198
O=C1NC(CC#C)CO1,0.2939
CCC1(C)C(C)OC1=O,0.2786
c1ccc(c(c1)C#N)F,0.2088
CC(C)CC1CCO1,0.3255
CC#CC#CC(=O)NC,0.196
CC1C=CCN1CC#N,0.2361
CC(C#N)C1=CNC=C1,0.25
CC(O)C1=CC=NO1,0.2447
Cc1ccc(cc1C)O,0.2151
CC(C)(CC=O)C1CO1,0.2218
CC(C=O)(C#N)N1CC1,0.1881
c1nc(c(o1)C=O)C=O,0.1685
Cc1conc1NC=O,0.2314
CC(=NO)C#CC(=O)N,0.1877
CC1(CCN=CO1)C#N,0.2678
NC(=[NH2+])C(C=O)=N[O-],0.1272
CCCC#CCOC,0.2836
CCc1cnc(o1)OC,0.2389
c1ccnc(c1)CO,0.2287
N1C=CC=CC=NC=C1,0.1502
CCc1ncc(o1)C#C,0.1985
C#CCc1cc(co1)N,0.2176
CC(C)CC(F)(F)F,0.4117
COC1C(C)NCC1=O,0.189
CC1=CCC=CCC1=O,0.1844
CCC1COC(=O)O1,0.3321
NC1C(C#N)C1(N)C#C,0.2404
CCCC1CCC1CO,0.3381
c1c(non1)NCC=O,0.1944
C1CC1NC(=O)C(=O)N,0.2109
CCOC(CO)CC#C,0.3034
CC(C)CC(O)C1CN1,0.3136
CCC(=NO)C1CCC1,0.2497
c1c[nH]c(=O)nc1CO,0.1861
CCOCC(C)C1CO1,0.3417
COC1OC(=O)NC=C1,0.2291
OC1CCN(C1)C=O,0.2653
c1c(c[nH]c1N)C=O,0.1795
CCC1C(O)COC1C,0.314
CCC#CC1CN1CC,0.2605
C1CC1(C(=O)NC=N)O,0.2222
C#CC(C=O)(C=O)C#C,0.2028
CC(O)(CC1CO1)C#N,0.3186
COC1CCC=C1C#N,0.2134
CCC(O)(C#N)C(N)=N,0.2472
CC(O)C1=COC=C1O,0.2347
CC1(CO)CC(=O)CO1,0.2211
CC1(CO)CN1,0.3186
C1C(C(=O)O1)(C#N)C#N,0.2708
CN=C1NC(=O)OC1C,0.2549
CC1CN(C)C(=O)CO1,0.2628
C(#CC(F)(F)F)C(=O)N,0.2263
CC(=NO)C(C)(C)C,0.2586
Cc1c(c(co1)N)C#C,0.1956
c1c(c(on1)C=O)C#N,0.1792
CC1(O)CC1(C#N)C#N,0.2715
CC1=CC(=CCOC1)C,0.1903
CC1(CNC1C#C)C#N,0.2607
CCC([NH+](C)C)C([O-])=O,0.2631
NC1=NCC(O)C1=O,0.1816
CC(C#C)C(C#C)C#C,0.2817
OCC(O)(CC#N)C#C,0.2933
CCCNC(=O)NC=O,0.2439
CC1CC(CCO1)C=O,0.2193
C#Cc1[nH]c(cn1)O,0.1935
Cc1c(cc(o1)CO)O,0.2122
CC(CNC=O)CC=O,0.226
CCc1cnc(o1)O,0.2417
CN1CCC1(C#C)C#C,0.2382
NC(=O)C#CC1CN1,0.2229
N=C1CC(OCO1)C#C,0.2692
O=CC1CCC1CC#C,0.2227
CN1C=NOC(=N)C1=O,0.1948
CC(O)(CO)C1(O)CC1,0.3047
CC1OC(C)C1CO,0.3066
Cc1ccc(cn1)N,0.193
CC1C(O)C(O)C1C#N,0.282
CCCc1ncnn1C,0.2627
CCC1CC1C(N)=O,0.273
CCC1=CC(O)C(C)C1,0.2555
OC1(CCC=C1)C=O,0.2101
COC1OC(=N)NC1=N,0.244
C#CC1CCCN=CO1,0.2546
C(C=O)C(C=O)(C=O)O,0.1799
C#Cc1cnc(o1)CN,0.1994
CC#CCC(=O)N(C)C,0.2674
CC(O)C1(CC1)OC=N,0.2757
Cc1c(cncc1F)N,0.2013
N=COCC1CC(=O)O1,0.2664
c1c(non1)C(=O)C#N,0.1969
CC1=NC(CCO1)C#N,0.2686
CCOC1CC(C)C1,0.3293
Cc1c([nH]c(c1O)C)C,0.2221
CCC1OCC(=O)C1C,0.2142
NC1C(CO)C1C#N,0.2652
CC1=CC(=O)NCCC1,0.2123
C#Cc1cnc([nH]1)C#C,0.1799
Cc1cc(ncn1)C=O,0.1713
N=C1NC=CNC(=O)N1,0.1978
CCOCC(=O)CC#C,0.2321
CC(C)NC(=O)C(=O)N,0.2111
C1CC(=O)C(=O)C1,0.1434
